"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 31 14:03:53 GMT 2022","Mon Oct 31 14:03:57 GMT 2022","4670","","SignInTest","","SignInTest","loginWithEmptyCreds","loginWithEmptyCreds","Description: Login with empty credentials"
"passed","Mon Oct 31 14:04:35 GMT 2022","Mon Oct 31 14:04:39 GMT 2022","4070","","SignUpTest","","SignUpTest","registerWithEmptyCreds","registerWithEmptyCreds","Description: Register with empty credentials"
"passed","Mon Oct 31 14:03:33 GMT 2022","Mon Oct 31 14:03:38 GMT 2022","5476","","women.TopsTest","","women.TopsTest","checkFiltersName","checkFiltersName","Description: Check the correct filters name"
"passed","Mon Oct 31 14:04:31 GMT 2022","Mon Oct 31 14:04:35 GMT 2022","4258","","SignUpTest","","SignUpTest","registerWithSmallPassword","registerWithSmallPassword","Description: Register with small password"
"passed","Mon Oct 31 14:04:23 GMT 2022","Mon Oct 31 14:04:28 GMT 2022","4225","","SignUpTest","","SignUpTest","registerWithInvalidPassword","registerWithInvalidPassword","Description: Register with invalid password"
"passed","Mon Oct 31 14:03:57 GMT 2022","Mon Oct 31 14:04:01 GMT 2022","3713","","MainTest","","MainTest","checkCorrectMainBanner","checkCorrectMainBanner","Description: Click on icon on main banner and check correct title new page"
"passed","Mon Oct 31 14:04:28 GMT 2022","Mon Oct 31 14:04:31 GMT 2022","3508","","SignUpTest","","SignUpTest","registerWithCorrectCreds","registerWithCorrectCreds","Description: Register with correct credentials"
"failed","Mon Oct 31 14:04:09 GMT 2022","Mon Oct 31 14:04:14 GMT 2022","4738","","MainTest","","MainTest","validEmailSubscribe","validEmailSubscribe","Description: Empty email for subscribe"
"passed","Mon Oct 31 14:03:38 GMT 2022","Mon Oct 31 14:03:44 GMT 2022","5291","","SignInTest","","SignInTest","loginWithValidCreds","loginWithValidCreds","Description: Login with valid credentials"
"failed","Mon Oct 31 14:03:44 GMT 2022","Mon Oct 31 14:03:49 GMT 2022","5032","","SignInTest","","SignInTest","loginWithInvalidCreds","loginWithInvalidCreds","Description: Login with invalid credentials"
"passed","Mon Oct 31 14:04:14 GMT 2022","Mon Oct 31 14:04:23 GMT 2022","9155","","MainTest","","MainTest","checkCorrectNavButtons","checkCorrectNavButtons","Description: Click on navigation button and check correct title new pages"
"passed","Mon Oct 31 14:04:01 GMT 2022","Mon Oct 31 14:04:09 GMT 2022","8276","","MainTest","","MainTest","checkCorrectIcons","checkCorrectIcons","Description: Click on icons on banners and check correct title new pages"
"broken","Mon Oct 31 14:03:03 GMT 2022","Mon Oct 31 14:03:33 GMT 2022","29427","","women.TopsTest","","women.TopsTest","checkCurrentFilters","checkCurrentFilters","Description: Choose filters and check the correct current filters"
"passed","Mon Oct 31 14:03:49 GMT 2022","Mon Oct 31 14:03:53 GMT 2022","3984","","SignInTest","","SignInTest","clickCreateAccount","clickCreateAccount","Description: Click on Create Account button, and show page Create Account"
